Draft,Year,Rnd,DT,OvPck,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G,W,L,ERA,WHIP,SV,Type,Drafted Out of
janreg,1974,16,1rg,184,1,Angels,N,,Leon Smith,LHP,,,,,,,,,,,,,JC,Hartnell College (Salinas, CA)
janreg,1974,17,1rg,185,1,Angels,N,,William Felt,C,,,,,,,,,,,,,JC,American River College (Sacramento, CA)
janreg,1974,18,1rg,186,1,Angels,N,,George Ambrow,SS,,,,,,,,,,,,,4Yr,University of Southern California (Los Angeles, CA)
junsec,1974,1,6sc,2,2,Angels,Y,,John Caneira,RHP,0.1,0,0,0,,,8,2,2,4.71,1.49,0,4Yr,Eastern Connecticut State University (Willimantic, CT)
junsec,1974,2,6sc,22,1,Angels,Y,,Jeff Malinoff,1B,,,,,,,,,,,,,4Yr,University of California, Irvine (Irvine, CA)
jansec,1975,1,1sc,12,12,Angels,Y,,Gil Kubski,3B,0.1,22,63,0,.254,.620,,,,,,,4Yr,California State University, Northridge (Los Angeles, CA)
jansec,1975,2,1sc,36,12,Angels,Y,,Richard Brewster,2B,,,,,,,,,,,,,JC,San Bernardino Valley College (San Bernardino, CA)
jansec,1975,3,1sc,59,11,Angels,Y,,Terry Stupy,C,,,,,,,,,,,,,4Yr,University of California, Irvine (Irvine, CA)
jansec,1975,4,1sc,76,7,Angels,N,,Derek Botelho,SS,0.3,11,14,0,.143,.343,19,3,4,4.90,1.59,0,4Yr,Miami Dade College, Kendall Campus (Miami, FL)
jansec,1975,5,1sc,87,4,Angels,Y,,Bobby Clark,SS,-1.1,396,967,19,.239,.628,,,,,,,JC,Riverside Community College (Riverside, CA)
jansec,1975,6,1sc,96,4,Angels,N,,Paul Kolesnikow,OF,,,,,,,,,,,,,JC,College of San Mateo (San Mateo, CA)
jansec,1975,7,1sc,100,3,Angels,N,,William McIntyre,OF,,,,,,,,,,,,,4Yr,California State University, Northridge (Los Angeles, CA)
jansec,1975,8,1sc,103,2,Angels,N,,Albert Paglione,P,,,,,,,,,,,,,JC,Valencia Community College (Orlando, FL)
janreg,1975,1,1rg,2,2,Angels,Y,,Willie Aikens,1B,7.9,774,2492,110,.271,.809,,,,,,,4Yr,South Carolina State University (Orangeburg, SC)
janreg,1975,2,1rg,26,2,Angels,Y,,Jim Dorsey,RHP,-1.1,0,0,0,,,8,1,3,11.79,2.66,0,JC,Los Angeles Valley College (Los Angeles, CA)
janreg,1975,3,1rg,49,2,Angels,Y,,Gary Hinshaw,SS,,,,,,,,,,,,,JC,Modesto Junior College (Modesto, CA)
janreg,1975,4,1rg,71,2,Angels,N,,Jim Raska,P,,,,,,,,,,,,,JC,Community College of Baltimore County, Catonsville Campus (Catonsville, MD)
janreg,1975,5,1rg,90,1,Angels,N,,Bob Walk,RHP,5.4,352,510,1,.145,.361,350,105,81,4.03,1.37,5,JC,College of the Canyons (Santa Clarita, CA)
janreg,1975,6,1rg,105,1,Angels,N,,James Roach,P,,,,,,,,,,,,,JC,Bakersfield College (Bakersfield, CA)
janreg,1975,7,1rg,117,1,Angels,N,,Bob Meadows,P,,,,,,,,,,,,,JC,Seminole State College of Florida (Sanford, FL)
janreg,1975,8,1rg,127,1,Angels,N,,Andreas Schardt,1B,,,,,,,,,,,,,JC,Fullerton College (Fullerton, CA)
janreg,1975,9,1rg,136,1,Angels,N,,Rodger Bills,P,,,,,,,,,,,,,,
janreg,1975,10,1rg,142,1,Angels,Y,,Carl Meche,RHP,,,,,,,,,,,,,4Yr,New Mexico State University (Las Cruces, NM)
janreg,1975,11,1rg,147,1,Angels,N,,Hal Jeffrey,P,,,,,,,,,,,,,JC,College of the Canyons (Santa Clarita, CA)
janreg,1975,12,1rg,150,1,Angels,N,,Mark Miller,P,,,,,,,,,,,,,JC,Central Arizona College (Coolidge, AZ)
janreg,1975,13,1rg,153,1,Angels,N,,David Rhinehart,OF,,,,,,,,,,,,,,
junsec,1975,1,6sc,20,20,Angels,N,,Garry Hancock,OF,-1.9,273,570,12,.247,.620,1,0,0,0.00,0.00,0,4Yr,University of South Carolina (Columbia, SC)
junsec,1975,2,6sc,40,17,Angels,N,,Randy Rogers,1B,,,,,,,,,,,,,4Yr,University of California, Riverside (Riverside, CA)
jansec,1976,1,1sc,15,15,Angels,Y,,Gregory Johnson,RHP,,,,,,,,,,,,,JC,Santa Ana College (Santa Ana, CA)
jansec,1976,2,1sc,39,15,Angels,N,,Mike Chris,1B,-1.0,16,9,0,.111,.211,29,3,5,6.43,1.89,0,JC,Los Angeles Pierce College (Woodland Hills, CA)
jansec,1976,3,1sc,62,14,Angels,N,,Steve King,C,,,,,,,,,,,,,4Yr,University of South Carolina (Columbia, SC)
jansec,1976,4,1sc,79,12,Angels,N,,Ernie Camacho,RHP,2.5,47,6,0,.000,.000,193,10,20,4.21,1.51,45,JC,Hartnell College (Salinas, CA)
jansec,1976,5,1sc,90,7,Angels,N,,Greg Stahl,SS,,,,,,,,,,,,,JC,Los Angeles Harbor College (Wilmington, CA)
janreg,1976,1,1rg,5,5,Angels,Y,,Steven Tebbetts,OF,,,,,,,,,,,,,4Yr,Florida State University (Tallahassee, FL)
janreg,1976,2,1rg,29,5,Angels,Y,,Stephen Lettric,RHP,,,,,,,,,,,,,JC,San Jose City College (San Jose, CA)
janreg,1976,3,1rg,53,5,Angels,Y,,Kenneth Gooch,SS,,,,,,,,,,,,,JC,Yuba Community College (Marysville, CA)
janreg,1976,4,1rg,74,2,Angels,Y,,Mark Brouhard,C,-0.2,304,909,25,.259,.705,,,,,,,JC,Los Angeles Pierce College (Woodland Hills, CA)
janreg,1976,5,1rg,93,2,Angels,Y,,Keith Comstock,LHP,1.1,48,2,0,.000,.000,144,10,7,4.06,1.37,3,JC,Canada College (Redwood City, CA)
janreg,1976,6,1rg,109,2,Angels,N,,Howard Herl,RHP,,,,,,,,,,,,,JC,Community College of Baltimore County, Essex Campus (Essex, MD)
janreg,1976,7,1rg,125,2,Angels,N,,Daniel Gausepohl,C,,,,,,,,,,,,,JC,Long Beach City College (Long Beach, CA)
janreg,1976,8,1rg,137,1,Angels,N,,Joel Crisler,RHP,,,,,,,,,,,,,JC,South Georgia College (Douglas, GA)
janreg,1976,9,1rg,149,1,Angels,N,,Jim Christiansen,3B,,,,,,,,,,,,,JC,Fullerton College (Fullerton, CA)
janreg,1976,10,1rg,157,1,Angels,N,,Michael Shipley,LHP,,,,,,,,,,,,,JC,Barstow Community College (Barstow, CA)
janreg,1976,11,1rg,165,1,Angels,Y,,Donny Jones,C,,,,,,,,,,,,,JC,Barstow Community College (Barstow, CA)
janreg,1976,12,1rg,170,1,Angels,N,,Martin Serrano,SS,,,,,,,,,,,,,JC,San Jose City College (San Jose, CA)
janreg,1976,13,1rg,172,1,Angels,N,,Ron Johnson,1B,-0.4,22,46,0,.261,.663,,,,,,,JC,Fullerton College (Fullerton, CA)
janreg,1976,14,1rg,173,1,Angels,N,,Charles Cassell,RHP,,,,,,,,,,,,,JC,Barstow Community College (Barstow, CA)
janreg,1976,15,1rg,174,1,Angels,N,,Gary Balla,P,,,,,,,,,,,,,JC,Gavilan College (Gilroy, CA)
janreg,1976,16,1rg,175,1,Angels,N,,Lawrence Cole,P,,,,,,,,,,,,,JC,Butte College (Oroville, CA)
junsec,1976,1,6sc,10,10,Angels,Y,,John Racanelli,RHP,,,,,,,,,,,,,4Yr,University of Southern California (Los Angeles, CA)
junsec,1976,2,6sc,33,10,Angels,Y,,Danny Boone,LHP,0.7,57,10,0,.300,.700,61,2,1,3.36,1.32,4,4Yr,California State University, Fullerton (Fullerton, CA)
junsec,1976,3,6sc,51,7,Angels,N,,William Eve,1B,,,,,,,,,,,,,JC,Miami Dade College (Miami, FL)
junsec,1976,4,6sc,62,4,Angels,N,,Michael Shipley,LHP,,,,,,,,,,,,,JC,Barstow Community College (Barstow, CA)
junsec,1976,5,6sc,67,2,Angels,Y,,Joel Crisler,RHP,,,,,,,,,,,,,JC,South Georgia College (Douglas, GA)
junsec,1976,6,6sc,71,2,Angels,N,,Joe Ward,OF,,,,,,,,,,,,,JC,State College of Florida, Manatee-Sarasota (Bradenton, FL)
junsec,1976,7,6sc,73,1,Angels,N,,Charles Cassell,RHP,,,,,,,,,,,,,JC,Barstow Community College (Barstow, CA)
jansec,1977,1,1sc,8,8,Angels,Y,,Robert Healey,RHP,,,,,,,,,,,,,JC,St. Louis Community College, Meramec Campus (Kirkwood, MO)
jansec,1977,2,1sc,33,7,Angels,N,,Monte Pries,RHP,,,,,,,,,,,,,JC,Orange Coast College (Costa Mesa, CA)
janreg,1977,1,1rg,8,8,Angels,Y,,Alan Wiggins,INF,7.1,631,2247,5,.259,.639,,,,,,,JC,Pasadena City College (Pasadena, CA)
janreg,1977,2,1rg,34,8,Angels,Y,,Guy Jones,RHP,,,,,,,,,,,,,JC,College of the Sequoias (Visalia, CA)
janreg,1977,3,1rg,60,8,Angels,Y,,Daryl Sconiers,1B,0.6,234,637,15,.265,.714,,,,,,,JC,Orange Coast College (Costa Mesa, CA)
janreg,1977,4,1rg,86,8,Angels,N,,Steve England,C,,,,,,,,,,,,,JC,Mineral Area College (Park Hills, MO)
janreg,1977,5,1rg,108,5,Angels,N,,Brian Winship,INF,,,,,,,,,,,,,JC,Yuba Community College (Marysville, CA)
janreg,1977,6,1rg,128,5,Angels,N,,John Hartnell,LHP,,,,,,,,,,,,,JC,El Camino College (Torrance, CA)
janreg,1977,7,1rg,147,5,Angels,N,,Barry Acquistapace,RHP,,,,,,,,,,,,,JC,Santa Barbara City College (Santa Barbara, CA)
janreg,1977,8,1rg,164,5,Angels,N,,Marty Castillo,3B,-0.9,201,352,8,.190,.532,,,,,,,JC,Santa Ana College (Santa Ana, CA)
janreg,1977,9,1rg,178,5,Angels,N,,Ron Cooper,RHP,,,,,,,,,,,,,JC,Orange Coast College (Costa Mesa, CA)
janreg,1977,10,1rg,190,5,Angels,N,,David Bertulli,3B,,,,,,,,,,,,,JC,Valencia Community College (Orlando, FL)
janreg,1977,11,1rg,199,3,Angels,N,,Marty Barrett,2B,9.2,941,3378,18,.278,.684,,,,,,,JC,Mesa Community College (Mesa, AZ)
junsec,1977,1,6sc,20,20,Angels,Y,,Mike Walters,RHP,0.2,0,0,0,,,46,1,4,3.99,1.33,4,JC,Chaffey College (Rancho Cucamonga, CA)
junsec,1977,2,6sc,41,16,Angels,Y,,Michael Stover,RHP,,,,,,,,,,,,,4Yr,Brigham Young University (Provo, UT)
junsec,1977,3,6sc,51,7,Angels,N,,Lyle Brackenridge,SS,,,,,,,,,,,,,JC,Pasadena City College (Pasadena, CA)
jansec,1978,1,1sc,25,25,Angels,N,,Simon Glenn,OF,,,,,,,,,,,,,JC,Blinn College (Brenham, TX)
jansec,1978,2,1sc,49,23,Angels,N,,Stephen Martin,RHP,,,,,,,,,,,,,JC,Pima Community College (Tucson, AZ)
janreg,1978,1,1rg,13,13,Angels,N,,Richard Evans,LHP,,,,,,,,,,,,,JC,El Camino College (Torrance, CA)
janreg,1978,2,1rg,39,13,Angels,N,,Steven Norman,OF,,,,,,,,,,,,,JC,Barstow Community College (Barstow, CA)
janreg,1978,3,1rg,65,13,Angels,Y,,Robert Dailey,OF,,,,,,,,,,,,,JC,Valencia Community College (Orlando, FL)
janreg,1978,4,1rg,90,12,Angels,Y,,Mark Nocciolo,C,,,,,,,,,,,,,JC,College of the Canyons (Santa Clarita, CA)
janreg,1978,5,1rg,113,10,Angels,N,,Jeffrey Hanslovan,LHP,,,,,,,,,,,,,JC,Linn-Benton Community College (Albany, OR)
janreg,1978,6,1rg,135,9,Angels,N,,Mark Seeger,OF,,,,,,,,,,,,,JC,Mesa Community College (Mesa, AZ)
janreg,1978,7,1rg,154,8,Angels,N,,Trent Smith,RHP,,,,,,,,,,,,,JC,Seminole State College of Florida (Sanford, FL)
janreg,1978,8,1rg,171,7,Angels,N,,Arthur Maebe,RHP,,,,,,,,,,,,,JC,Mission College (Santa Clara, CA)
janreg,1978,9,1rg,185,7,Angels,N,,Billy Blizzard,RHP,,,,,,,,,,,,,JC,Barstow Community College (Barstow, CA)
janreg,1978,10,1rg,198,6,Angels,N,,Dave Yobs,1B,,,,,,,,,,,,,JC,Los Angeles Valley College (Los Angeles, CA)
junsec,1978,1,6sc,6,6,Angels,N,,Paul Homrig,1B,,,,,,,,,,,,,,
junsec,1978,2,6sc,29,4,Angels,N,,Karl Jastrow,LHP,,,,,,,,,,,,,JC,West Los Angeles College (Culver City, CA)
jansec,1979,1,1sc,4,4,Angels,N,,Otis Nixon,3B,16.6,1709,5115,11,.270,.658,,,,,,,JC,Louisburg College (Louisburg, NC)
jansec,1979,2,1sc,28,3,Angels,N,,Ken Eriksen,RHP,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
jansec,1979,3,1sc,44,2,Angels,N,,Curt Wardle,LHP,-1.2,0,0,0,,,52,8,9,6.13,1.61,1,JC,San Bernardino Valley College (San Bernardino, CA)
jansec,1979,3,1sc,48,6,Angels,Y,,Lawrence Dugger,RHP,,,,,,,,,,,,,JC,Arizona Western College (Yuma, AZ)
jansec,1979,4,1sc,53,2,Angels,N,,Brian Owens,RHP,,,,,,,,,,,,,JC,Mesa Community College (Mesa, AZ)
janreg,1979,1,1rg,16,16,Angels,N,,Dennis Ivy,OF,,,,,,,,,,,,,JC,San Joaquin Delta College (Stockton, CA)
janreg,1979,2,1rg,42,16,Angels,N,,Bill Worden,C,,,,,,,,,,,,,JC,Mission College (Santa Clara, CA)
janreg,1979,3,1rg,68,16,Angels,N,,Al Newman,SS,2.5,854,2107,1,.226,.570,,,,,,,JC,Chaffey College (Rancho Cucamonga, CA)
janreg,1979,4,1rg,94,16,Angels,Y,,Edward Lindsey,LHP,,,,,,,,,,,,,JC,Broward College (Fort Lauderdale, FL)
janreg,1979,5,1rg,118,14,Angels,N,,Don Freeman,SS,,,,,,,,,,,,,JC,West Los Angeles College (Culver City, CA)
janreg,1979,6,1rg,141,13,Angels,Y,,Gary Pettis,OF,22.0,1183,3629,21,.236,.642,,,,,,,JC,Laney College (Oakland, CA)
janreg,1979,7,1rg,163,12,Angels,N,,Russ Stephans,C,,,,,,,,,,,,,JC,Los Angeles Valley College (Los Angeles, CA)
janreg,1979,8,1rg,180,8,Angels,N,,Stanford Hill,LHP,,,,,,,,,,,,,JC,McLennan Community College (Waco, TX)
janreg,1979,9,1rg,196,8,Angels,Y,,Robert Klein,RHP,,,,,,,,,,,,,JC,College of the Canyons (Santa Clarita, CA)
janreg,1979,10,1rg,207,7,Angels,Y,,George Nebrich,1B,,,,,,,,,,,,,JC,Broward College (Fort Lauderdale, FL)
junsec,1979,3,6sc,54,9,Angels,N,,Bill Lindsey,3B,-0.1,9,16,0,.188,.364,,,,,,,JC,Broward College (Fort Lauderdale, FL)
jansec,1980,1,1sc,21,21,Angels,N,,Thomas McLaughlin,RHP,,,,,,,,,,,,,4Yr,University of Nebraska-Lincoln (Lincoln, NE)
jansec,1980,2,1sc,45,19,Angels,N,,George Page,OF,,,,,,,,,,,,,JC,Los Angeles Valley College (Los Angeles, CA)
janreg,1980,1,1rg,19,19,Angels,Y,,Christopher Ray,RHP,,,,,,,,,,,,,JC,San Joaquin Delta College (Stockton, CA)
janreg,1980,2,1rg,45,19,Angels,N,,Donald Fenton,RHP,,,,,,,,,,,,,JC,Lower Columbia College (Longview, WA)
janreg,1980,3,1rg,71,19,Angels,N,,Kevin Romine,SS,-1.4,331,630,5,.251,.631,,,,,,,JC,Orange Coast College (Costa Mesa, CA)
janreg,1980,4,1rg,97,19,Angels,N,,Timothy Arnold,LHP,,,,,,,,,,,,,JC,Los Angeles Valley College (Los Angeles, CA)
janreg,1980,5,1rg,122,18,Angels,N,,Ryan Collier,OF,,,,,,,,,,,,,4Yr,University of Nebraska-Lincoln (Lincoln, NE)
janreg,1980,6,1rg,146,17,Angels,N,,Steve Ray,LHP,,,,,,,,,,,,,JC,Southwestern College (Chula Vista, CA)
janreg,1980,7,1rg,168,15,Angels,N,,Richard Diffine,1B,,,,,,,,,,,,,JC,Cerritos College (Norwalk, CA)
janreg,1980,8,1rg,190,15,Angels,N,,Dave Wilder,OF,,,,,,,,,,,,,JC,Contra Costa College (San Pablo, CA)
janreg,1980,9,1rg,206,11,Angels,N,,Corey Zawadzki,OF,,,,,,,,,,,,,JC,Broward College (Fort Lauderdale, FL)
janreg,1980,10,1rg,219,8,Angels,N,,Greg Dees,C,,,,,,,,,,,,,JC,Cosumnes River College (Sacramento, CA)
janreg,1980,11,1rg,231,8,Angels,N,,James Tunell,RHP,,,,,,,,,,,,,JC,Southwestern College (Chula Vista, CA)
janreg,1980,12,1rg,238,6,Angels,N,,Joseph Mehallow,LHP,,,,,,,,,,,,,JC,Southwestern Illinois College (Belleville, IL)
janreg,1980,13,1rg,244,5,Angels,N,,William Donathan,RHP,,,,,,,,,,,,,JC,Florida SouthWestern State College (Fort Myers, FL)
janreg,1980,14,1rg,249,4,Angels,N,,Mario Alos,2B,,,,,,,,,,,,,JC,Miami Dade College (Miami, FL)
junsec,1980,1,6sc,10,10,Angels,Y,,Bill Mooneyham,RHP,-0.2,0,0,0,,,45,4,5,4.52,1.71,2,JC,Merced College (Merced, CA)
jansec,1981,1,1sc,4,4,Angels,Y,,Ron Romanick,RHP,3.7,0,0,0,,,82,31,29,4.24,1.40,0,4Yr,Arizona State University (Tempe, AZ)
jansec,1981,2,1sc,30,4,Angels,N,,Mike Hogan,RHP,,,,,,,,,,,,,JC,Orange Coast College (Costa Mesa, CA)
jansec,1981,3,1sc,55,3,Angels,N,,George Cook,2B,,,,,,,,,,,,,4Yr,University of Nebraska-Lincoln (Lincoln, NE)
jansec,1981,4,1sc,69,1,Angels,N,,Craig Stevenson,SS,,,,,,,,,,,,,JC,Los Angeles Valley College (Los Angeles, CA)
janreg,1981,1,1rg,4,4,Angels,Y,,Kevin Price,RHP,,,,,,,,,,,,,JC,Cosumnes River College (Sacramento, CA)
janreg,1981,2,1rg,30,4,Angels,N,,Mike Blair,C,,,,,,,,,,,,,JC,Middle Georgia State University (Macon, GA)
janreg,1981,3,1rg,56,4,Angels,N,,David Velez,SS,,,,,,,,,,,,,JC,Los Medanos Community College (Pittsburg, CA)
janreg,1981,4,1rg,82,4,Angels,Y,,Robert Gast,RHP,,,,,,,,,,,,,4Yr,Clemson University (Clemson, SC)
janreg,1981,5,1rg,108,4,Angels,Y,,Gary Robbins,OF,,,,,,,,,,,,,JC,Solano Community College (Fairfield, CA)
janreg,1981,6,1rg,134,4,Angels,N,,Bruce Hamrick,3B,,,,,,,,,,,,,JC,Hiwassee College (Madisonville, TN)
janreg,1981,7,1rg,159,4,Angels,N,,Brian Hartsock,C,,,,,,,,,,,,,JC,Riverside Community College (Riverside, CA)
janreg,1981,8,1rg,184,4,Angels,N,,Sam Rebiejo,RHP,,,,,,,,,,,,,JC,Ohlone College (Fremont, CA)
janreg,1981,9,1rg,203,2,Angels,N,,Darrell Higgs,RHP,,,,,,,,,,,,,JC,Pima Community College (Tucson, AZ)
janreg,1981,10,1rg,221,2,Angels,N,,Ronald Bachmeier,2B,,,,,,,,,,,,,JC,Glendale Community College (Glendale, CA)
janreg,1981,11,1rg,238,2,Angels,N,,Richard Henkemeyer,LHP,,,,,,,,,,,,,JC,Central Lakes College (Brainerd, MN)
janreg,1981,12,1rg,251,2,Angels,N,,Jeff Mace,OF,,,,,,,,,,,,,JC,Scottsdale Community College (Scottsdale, AZ)
janreg,1981,13,1rg,263,2,Angels,N,,Jim Sharp,LHP,,,,,,,,,,,,,JC,Rowan College of South Jersey (Sewell, NJ)
janreg,1981,14,1rg,274,1,Angels,Y,,Curtis Mathe,1B,,,,,,,,,,,,,JC,Des Moines Area Community College (Boone, IA)
janreg,1981,15,1rg,284,1,Angels,N,,Bruce Miller,RHP,,,,,,,,,,,,,JC,Des Moines Area Community College (Boone, IA)
janreg,1981,16,1rg,293,1,Angels,N,,Kent Testerman,C,,,,,,,,,,,,,JC,Los Angeles Valley College (Los Angeles, CA)
junsec,1981,1,6sc,26,26,Angels,N,,Reggie Montgomery,OF,,,,,,,,,,,,,JC,Orange Coast College (Costa Mesa, CA)
junsec,1981,2,6sc,50,24,Angels,N,,Rich Seidel,RHP,,,,,,,,,,,,,4Yr,University of Arizona (Tucson, AZ)
junsec,1981,3,6sc,68,18,Angels,N,,Jeff Mace,OF,,,,,,,,,,,,,JC,Scottsdale Community College (Scottsdale, AZ)
junsec,1981,4,6sc,74,6,Angels,N,,James Woods,SS,,,,,,,,,,,,,JC,San Jacinto College (Pasadena, TX)
jansec,1982,1,1sc,25,25,Angels,N,,Ken Walling,SS,,,,,,,,,,,,,JC,Santa Ana College (Santa Ana, CA)
janreg,1982,1,1rg,7,7,Angels,Y,,Jay Lewis,RHP,,,,,,,,,,,,,JC,Eastern Oklahoma State College (Wilburton, OK)
janreg,1982,2,1rg,33,7,Angels,N,,Brian Phillips,RHP,,,,,,,,,,,,,JC,Diablo Valley College (Pleasant Hill, CA)
janreg,1982,3,1rg,59,7,Angels,N,,Cedric Wright,OF,,,,,,,,,,,,,JC,Laney College (Oakland, CA)
janreg,1982,4,1rg,85,7,Angels,N,,Vincent Woods,OF,,,,,,,,,,,,,JC,Long Beach City College (Long Beach, CA)
janreg,1982,5,1rg,111,7,Angels,N,,John Johnson,RHP,,,,,,,,,,,,,JC,Mount San Antonio College (Walnut, CA)
janreg,1982,6,1rg,137,7,Angels,N,,Harold Littlejohn,SS,,,,,,,,,,,,,JC,Ranger College (Ranger, TX)
janreg,1982,7,1rg,162,6,Angels,N,,Tom Duggan,3B,,,,,,,,,,,,,JC,Orange Coast College (Costa Mesa, CA)
janreg,1982,8,1rg,187,6,Angels,Y,,John Hudson,RHP,,,,,,,,,,,,,,
janreg,1982,9,1rg,211,5,Angels,N,,Martin Rodriguez,RHP,,,,,,,,,,,,,JC,San Bernardino Valley College (San Bernardino, CA)
janreg,1982,10,1rg,231,4,Angels,N,,Ty Dabney,2B,,,,,,,,,,,,,,
janreg,1982,11,1rg,249,4,Angels,N,,Edward McCarter,RHP,,,,,,,,,,,,,JC,Umpqua Community College (Roseburg, OR)
janreg,1982,12,1rg,265,4,Angels,N,,Chip Dill,RHP,,,,,,,,,,,,,JC,Cerritos College (Norwalk, CA)
janreg,1982,13,1rg,277,4,Angels,N,,Kent Testerman,C,,,,,,,,,,,,,JC,Los Angeles Valley College (Los Angeles, CA)
junsec,1982,1,6sc,14,14,Angels,N,,Mark Bauer,RHP,,,,,,,,,,,,,JC,Merced College (Merced, CA)
junsec,1982,2,6sc,39,14,Angels,N,,Paul Williams,OF,,,,,,,,,,,,,JC,Mesa Community College (Mesa, AZ)
junsec,1982,3,6sc,59,11,Angels,N,,Keith Bond,RHP,,,,,,,,,,,,,JC,Rose State College (Midwest City, OK)
junsec,1982,4,6sc,72,7,Angels,N,,Gereld McDermott,C,,,,,,,,,,,,,HS,Fontana HS (Fontana, CA)
junsec,1982,5,6sc,81,5,Angels,Y,,Jeff Salazar,RHP,,,,,,,,,,,,,JC,Los Angeles Valley College (Los Angeles, CA)
junsec,1982,6,6sc,87,3,Angels,N,,Chip Dill,RHP,,,,,,,,,,,,,JC,Cerritos College (Norwalk, CA)
jansec,1983,1,1sc,6,6,Angels,N,,Brad Arnsberg,RHP,0.7,2,0,0,,,94,9,6,4.26,1.54,6,JC,Merced College (Merced, CA)
jansec,1983,2,1sc,32,6,Angels,N,,Jim Jackson,1B,,,,,,,,,,,,,JC,Laney College (Oakland, CA)
jansec,1983,3,1sc,54,5,Angels,N,,Jeff Franks,C,,,,,,,,,,,,,JC,Ranger College (Ranger, TX)
janreg,1983,1,1rg,24,24,Angels,Y,,Steve Lee,OF,,,,,,,,,,,,,JC,Seminole State College of Florida (Sanford, FL)
janreg,1983,2,1rg,50,24,Angels,N,,Mark Scott,RHP,,,,,,,,,,,,,JC,Southeastern Illinois College (Harrisburg, IL)
janreg,1983,3,1rg,76,24,Angels,N,,Ted Kockenmeister,LHP,,,,,,,,,,,,,JC,Mercer County Community College (West Windsor, NJ)
janreg,1983,4,1rg,102,24,Angels,Y,,Terrence Spellmon,2B,,,,,,,,,,,,,JC,Hill College (Hillsboro, TX)
janreg,1983,5,1rg,128,24,Angels,N,,Jim Gonzales,RHP,,,,,,,,,,,,,JC,Pima Community College (Tucson, AZ)
janreg,1983,6,1rg,154,24,Angels,N,,Mark Gardner,RHP,4.8,328,506,1,.123,.298,345,99,93,4.56,1.35,1,JC,Fresno City College (Fresno, CA)
janreg,1983,7,1rg,178,22,Angels,Y,,Billy Mitchell,OF,,,,,,,,,,,,,JC,Howard College (Big Spring, TX)
janreg,1983,8,1rg,201,21,Angels,N,,Troy Dodd,1B,,,,,,,,,,,,,JC,Redlands Community College (El Reno, OK)
janreg,1983,9,1rg,223,20,Angels,N,,David Chambers,RHP,,,,,,,,,,,,,JC,Ohlone College (Fremont, CA)
janreg,1983,10,1rg,244,19,Angels,N,,Andre Toliver,OF,,,,,,,,,,,,,JC,Pima Community College (Tucson, AZ)
janreg,1983,11,1rg,264,18,Angels,N,,Saul Cortez,RHP,,,,,,,,,,,,,JC,Riverside Community College (Riverside, CA)
janreg,1983,12,1rg,280,14,Angels,N,,Greg Sparks,1B,,,,,,,,,,,,,JC,Mesa Community College (Mesa, AZ)
junsec,1983,1,6sc,15,15,Angels,Y,,Byron Kemmerling,RHP,,,,,,,,,,,,,4Yr,Lamar University (Beaumont, TX)
junsec,1983,2,6sc,39,13,Angels,Y,,Alek Diaz,C,,,,,,,,,,,,,JC,Middle Georgia State University (Macon, GA)
jansec,1984,1,1sc,26,26,Angels,N,,Robert Auth,RHP,,,,,,,,,,,,,JC,Miami Dade College (Miami, FL)
jansec,1984,2,1sc,50,24,Angels,N,,Thomas Thompson,OF,,,,,,,,,,,,,,
jansec,1984,3,1sc,62,12,Angels,N,,Keith Felden,RHP,,,,,,,,,,,,,JC,St. Petersburg College (St. Petersburg, FL)
janreg,1984,1,1rg,5,5,Angels,Y,,Dave Martinez,RHP,,,,,,,,,,,,,JC,Blinn College (Brenham, TX)
janreg,1984,2,1rg,31,5,Angels,Y,,Doug Jennings,1B,-0.6,189,322,5,.202,.619,,,,,,,JC,Eastern Florida State College (Cocoa, FL)
janreg,1984,3,1rg,57,5,Angels,N,,Billy Bartels,RHP,,,,,,,,,,,,,JC,Fresno City College (Fresno, CA)
janreg,1984,4,1rg,83,5,Angels,N,,Darin Mott,RHP,,,,,,,,,,,,,JC,Fullerton College (Fullerton, CA)
janreg,1984,5,1rg,109,5,Angels,N,,Gary Alexander,3B,,,,,,,,,,,,,JC,Laney College (Oakland, CA)
janreg,1984,6,1rg,135,5,Angels,N,,Todd Gedaminski,LHP,,,,,,,,,,,,,JC,Lincoln Land Community College (Springfield, IL)
janreg,1984,7,1rg,161,5,Angels,Y,,Chris Horrell,RHP,,,,,,,,,,,,,JC,Fullerton College (Fullerton, CA)
janreg,1984,8,1rg,187,5,Angels,N,,Jeff Klukkert,RHP,,,,,,,,,,,,,JC,Linn-Benton Community College (Albany, OR)
janreg,1984,9,1rg,212,4,Angels,N,,Lee Stansbury,RHP,,,,,,,,,,,,,JC,Linn-Benton Community College (Albany, OR)
janreg,1984,10,1rg,237,4,Angels,N,,Brad Rohde,RHP,,,,,,,,,,,,,JC,Eastern Florida State College (Cocoa, FL)
janreg,1984,11,1rg,259,4,Angels,N,,Jim Osborne,1B,,,,,,,,,,,,,JC,Harford Community College (Bel Air, MD)
janreg,1984,12,1rg,276,4,Angels,N,,Jack Mayes,OF,,,,,,,,,,,,,JC,Eastern Florida State College (Cocoa, FL)
