Draft,Year,Rnd,DT,OvPck,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G,W,L,ERA,WHIP,SV,Type,Drafted Out of
jansec,1969,2,1sc,40,16,Tigers,Y,,Bruce Finkbeiner,OF,,,,,,,,,,,,,4Yr,University of Colorado (Boulder, CO)
jansec,1969,3,1sc,64,16,Tigers,N,,Peter Brown,RHP,,,,,,,,,,,,,JC,Chabot College (Hayward, CA)
jansec,1969,4,1sc,88,16,Tigers,Y,,Nils Lambert,LHP,,,,,,,,,,,,,JC,College of Staten Island (Staten Island, NY)
jansec,1969,5,1sc,110,14,Tigers,N,,Edwin Mossman,3B,,,,,,,,,,,,,4Yr,University of Central Missouri (Warrensburg, MO)
janreg,1969,1,1rg,20,20,Tigers,N,,Ralph Edwards,C,,,,,,,,,,,,,JC,Miami Dade College (Miami, FL)
janreg,1969,2,1rg,44,20,Tigers,Y,,Michael Belcik,C,,,,,,,,,,,,,4Yr,University of Toledo (Toledo, OH)
janreg,1969,3,1rg,68,20,Tigers,N,,Michael Chaney,OF,,,,,,,,,,,,,JC,Chabot College (Hayward, CA)
janreg,1969,4,1rg,91,19,Tigers,N,,William Knight,C,,,,,,,,,,,,,JC,St. Clair County Community College (Port Huron, MI)
janreg,1969,5,1rg,110,15,Tigers,Y,,John Nelson,RHP,,,,,,,,,,,,,JC,Fullerton College (Fullerton, CA)
janreg,1969,6,1rg,129,15,Tigers,Y,,Joe McIlvaine,RHP,,,,,,,,,,,,,HS,St. Charles Seminary HS (Narbeth, PA)
junsec,1969,1,6sc,21,21,Tigers,N,,Bill Bright,OF,,,,,,,,,,,,,JC,Eastern Florida State College (Cocoa, FL)
junsec,1969,2,6sc,45,21,Tigers,N,,George Pugh,LHP,,,,,,,,,,,,,JC,Mesa Community College (Mesa, AZ)
junsec,1969,3,6sc,68,21,Tigers,N,,Steve Steitz,3B,,,,,,,,,,,,,4Yr,Springfield College (Springfield, MA)
jansec,1970,1,1sc,23,23,Tigers,N,,Stephen Cash,SS,,,,,,,,,,,,,JC,Georgia Perimeter College (Covington, GA)
jansec,1970,2,1sc,47,23,Tigers,Y,,Jeffrey Hogan,3B,,,,,,,,,,,,,4Yr,Florida State University (Tallahassee, FL)
jansec,1970,3,1sc,71,23,Tigers,Y,,Michael Pivec,OF,,,,,,,,,,,,,JC,Community College of Baltimore County, Catonsville Campus (Catonsville, MD)
jansec,1970,4,1sc,96,24,Tigers,N,,Rand Rasmussen,SS,,,,,,,,,,,,,JC,Long Beach City College (Long Beach, CA)
jansec,1970,5,1sc,117,20,Tigers,N,,Richard Auckland,1B,,,,,,,,,,,,,4Yr,West Chester University of Pennsylvania (West Chester, PA)
janreg,1970,1,1rg,19,19,Tigers,N,,Timothy Steele,1B,,,,,,,,,,,,,JC,Cerritos College (Norwalk, CA)
janreg,1970,2,1rg,43,19,Tigers,Y,,Douglas Brittelle,RHP,,,,,,,,,,,,,4Yr,Rutgers, the State University of New Jersey (New Brunswick, NJ)
janreg,1970,3,1rg,67,19,Tigers,N,,Mike Potter,OF,-0.4,14,23,0,.000,.042,,,,,,,JC,Mount San Antonio College (Walnut, CA)
janreg,1970,4,1rg,92,20,Tigers,N,,Ray Kennett,RHP,,,,,,,,,,,,,JC,Connors State College (Warner, OK)
janreg,1970,5,1rg,115,18,Tigers,N,,John Orr,OF,,,,,,,,,,,,,HS,Finney HS (Detroit, MI)
janreg,1970,6,1rg,134,14,Tigers,N,,Michael Strickland,OF,,,,,,,,,,,,,HS,Northwestern HS (Detroit, MI)
junsec,1970,1,6sc,12,12,Tigers,Y,,Chuck Seelbach,RHP,1.7,66,21,0,.143,.518,75,10,8,3.38,1.29,14,4Yr,Dartmouth College (Hanover, NH)
junsec,1970,2,6sc,36,12,Tigers,Unk,,James Bergholtz,SS,,,,,,,,,,,,,4Yr,King's College (New York, NY)
junsec,1970,3,6sc,60,12,Tigers,N,,Jerry Reasonover,SS,,,,,,,,,,,,,JC,Gulf Coast State College (Panama City, FL)
junsec,1970,4,6sc,80,9,Tigers,N,,Williams Collins,RHP,,,,,,,,,,,,,JC,State College of Florida, Manatee-Sarasota (Bradenton, FL)
jansec,1971,1,1sc,11,11,Tigers,N,,Gary Rausch,LHP,,,,,,,,,,,,,,
jansec,1971,2,1sc,35,10,Tigers,N,,Donald Kreke,RHP,,,,,,,,,,,,,,
jansec,1971,3,1sc,59,10,Tigers,N,,Ronald Herring,RHP,,,,,,,,,,,,,,
jansec,1971,4,1sc,83,10,Tigers,N,,Ray Huard,SS,,,,,,,,,,,,,4Yr,Princeton University (Princeton, NJ)
jansec,1971,5,1sc,102,8,Tigers,N,,Richard Eisenacher,RHP,,,,,,,,,,,,,4Yr,Auburn University (Auburn, AL)
janreg,1971,1,1rg,11,11,Tigers,Y,,Kim Cates,1B,,,,,,,,,,,,,JC,Fullerton College (Fullerton, CA)
janreg,1971,2,1rg,33,10,Tigers,Y,,George Hart,C,,,,,,,,,,,,,JC,Brookdale Community College (Lincroft, NJ)
janreg,1971,3,1rg,53,8,Tigers,Y,,Gary Bond,RHP,,,,,,,,,,,,,4Yr,University of Nebraska-Lincoln (Lincoln, NE)
janreg,1971,4,1rg,72,7,Tigers,Y,,Frederick Strine,RHP,,,,,,,,,,,,,4Yr,The Ohio State University (Columbus, OH)
junsec,1971,1,6sc,11,11,Tigers,Y,,Arnold Costell,LHP,,,,,,,,,,,,,JC,Nassau Community College (Garden City, NY)
junsec,1971,1,6sc,21,21,Tigers,Y,,Charles Coe,SS,,,,,,,,,,,,,4Yr,Kansas State University (Manhattan, KS)
junsec,1971,2,6sc,44,20,Tigers,Y,,Danny Fife,RHP,-0.1,0,0,0,,,14,3,2,5.43,1.72,0,4Yr,University of Michigan (Ann Arbor, MI)
junsec,1971,3,6sc,66,19,Tigers,Y,,Ron Cash,SS,0.4,34,101,0,.297,.671,,,,,,,4Yr,Florida State University (Tallahassee, FL)
jansec,1972,1,1sc,19,19,Tigers,N,,Curt Bishop,LHP,,,,,,,,,,,,,JC,Bacone College (Muskogee, OK)
jansec,1972,2,1sc,42,18,Tigers,N,,Mitch Lukevics,RHP,,,,,,,,,,,,,,
jansec,1972,3,1sc,64,17,Tigers,N,,John Van Brunt,C,,,,,,,,,,,,,JC,Mesa Community College (Mesa, AZ)
jansec,1972,4,1sc,82,13,Tigers,Y,,Frank Weisse,OF,,,,,,,,,,,,,4Yr,Lafayette College (Easton, PA)
janreg,1972,1,1rg,19,19,Tigers,Y,,Alfred Callis,LHP,,,,,,,,,,,,,JC,Fullerton College (Fullerton, CA)
janreg,1972,2,1rg,43,19,Tigers,Y,,Dan Gonzales,OF,-0.3,9,25,0,.200,.440,,,,,,,JC,Fullerton College (Fullerton, CA)
janreg,1972,3,1rg,66,18,Tigers,N,,Brian Sheekey,RHP,,,,,,,,,,,,,JC,Union County College (Cranford, NJ)
janreg,1972,4,1rg,85,14,Tigers,N,,Ronald Horgett,C,,,,,,,,,,,,,JC,Georgia Perimeter College (Covington, GA)
janreg,1972,5,1rg,100,10,Tigers,Y,,Daniel Kaupla,RHP,,,,,,,,,,,,,JC,Fullerton College (Fullerton, CA)
janreg,1972,6,1rg,112,7,Tigers,Y,,Art James,OF,-0.5,11,40,0,.225,.519,,,,,,,JC,Macomb Community College (Warren, MI)
janreg,1972,7,1rg,121,4,Tigers,N,,Carl Benson,OF,,,,,,,,,,,,,JC,Lamar Community College (Lamar, CO)
janreg,1972,8,1rg,128,2,Tigers,Y,,John Davies,RHP,,,,,,,,,,,,,4Yr,University of Toledo (Toledo, OH)
janreg,1972,9,1rg,134,1,Tigers,N,,David Lloyd,RHP,,,,,,,,,,,,,JC,Macomb Community College (Warren, MI)
junsec,1972,1,6sc,11,11,Tigers,Y,,Michael McGuire,OF,,,,,,,,,,,,,4Yr,Cornell University (Ithaca, NY)
jansec,1973,1,1sc,8,8,Tigers,Y,,Larry Ike,RHP,,,,,,,,,,,,,4Yr,Michigan State University (East Lansing, MI)
jansec,1973,2,1sc,31,7,Tigers,N,,Gary Kennedy,OF,,,,,,,,,,,,,JC,Brewton-Parker College (Mount Vernon, GA)
jansec,1973,3,1sc,52,6,Tigers,N,,Phil Vaden,P,,,,,,,,,,,,,,
janreg,1973,1,1rg,20,20,Tigers,N,,Steve Trella,P,,,,,,,,,,,,,JC,Fullerton College (Fullerton, CA)
janreg,1973,2,1rg,43,19,Tigers,N,,Dino Hloros,P,,,,,,,,,,,,,JC,St. Clair County Community College (Port Huron, MI)
janreg,1973,3,1rg,64,17,Tigers,N,,Lary Graves,P,,,,,,,,,,,,,JC,Washtenaw Community College (Ann Arbor, MI)
janreg,1973,4,1rg,83,15,Tigers,N,,Francis Sansosti,P,,,,,,,,,,,,,JC,Community College of Baltimore County, Essex Campus (Essex, MD)
jansec,1974,1,1sc,17,17,Tigers,N,,Bob Pate,3B,-0.1,31,45,0,.267,.625,,,,,,,JC,Mesa Community College (Mesa, AZ)
janreg,1974,1,1rg,15,15,Tigers,N,,Randal Nall,OF,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
janreg,1974,2,1rg,38,14,Tigers,N,,William Crawford,LHP,,,,,,,,,,,,,JC,Gulf Coast State College (Panama City, FL)
janreg,1974,3,1rg,60,13,Tigers,N,,David Delenick,1B,,,,,,,,,,,,,,
junsec,1974,1,6sc,6,6,Tigers,N,,Rob Picciolo,INF,-2.1,731,1628,17,.234,.558,,,,,,,4Yr,Pepperdine University (Malibu, CA)
jansec,1975,1,1sc,2,2,Tigers,Y,,Dave Tobik,RHP,3.5,1,0,0,,,196,14,23,3.70,1.28,28,4Yr,Ohio University (Athens, OH)
jansec,1975,2,1sc,26,2,Tigers,Y,,Thomas Perkins,RHP,,,,,,,,,,,,,4Yr,California State University, Los Angeles (Los Angeles, CA)
jansec,1975,3,1sc,50,2,Tigers,N,,Dean Phillips,P,,,,,,,,,,,,,JC,Panola College (Carthage, TX)
jansec,1975,4,1sc,71,2,Tigers,Y,,Dave Rozema,RHP,15.7,3,0,0,,,248,60,53,3.47,1.25,17,JC,Grand Rapids Community College (Grand Rapids, MI)
janreg,1975,1,1rg,4,4,Tigers,Y,,Tom Brookens,SS,11.6,1336,3865,71,.246,.663,,,,,,,4Yr,Mansfield University of Pennsylvania (Mansfield, PA)
janreg,1975,2,1rg,28,4,Tigers,N,,Eric Mustad,P,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
janreg,1975,3,1rg,51,4,Tigers,N,,Mike Parkinson,INF,,,,,,,,,,,,,JC,Mount San Antonio College (Walnut, CA)
janreg,1975,4,1rg,72,3,Tigers,Y,,Alfred DiPietro,C,,,,,,,,,,,,,JC,San Jose City College (San Jose, CA)
janreg,1975,5,1rg,91,2,Tigers,Y,,Frank Harris,RHP,,,,,,,,,,,,,JC,Fullerton College (Fullerton, CA)
janreg,1975,6,1rg,106,2,Tigers,Y,,John Romero,INF,,,,,,,,,,,,,JC,Santa Monica College (Santa Monica, CA)
janreg,1975,7,1rg,118,2,Tigers,N,,Brian Rusca,P,,,,,,,,,,,,,JC,West Valley College (Saratoga, CA)
janreg,1975,8,1rg,128,2,Tigers,N,,Christopher O'Brien,P,,,,,,,,,,,,,JC,Central Arizona College (Coolidge, AZ)
janreg,1975,9,1rg,137,2,Tigers,N,,Pat Callahan,C,,,,,,,,,,,,,JC,Broward College (Fort Lauderdale, FL)
junsec,1975,1,6sc,17,17,Tigers,Y,,Phillip Doktor,SS,,,,,,,,,,,,,4Yr,University of Southern California (Los Angeles, CA)
junsec,1975,2,6sc,37,14,Tigers,N,,Mike Parkinson,INF,,,,,,,,,,,,,JC,Mount San Antonio College (Walnut, CA)
junsec,1975,3,6sc,47,6,Tigers,N,,Brian Rusca,RHP,,,,,,,,,,,,,JC,West Valley College (Saratoga, CA)
jansec,1976,1,1sc,23,23,Tigers,N,,Raymond Gault,RHP,,,,,,,,,,,,,JC,State College of Florida, Manatee-Sarasota (Bradenton, FL)
jansec,1976,2,1sc,47,23,Tigers,N,,Mike Walters,RHP,0.2,0,0,0,,,46,1,4,3.99,1.33,4,JC,Chaffey College (Rancho Cucamonga, CA)
jansec,1976,3,1sc,67,19,Tigers,N,,Ron Roenicke,OF,2.9,527,1076,17,.238,.691,,,,,,,JC,Mount San Antonio College (Walnut, CA)
jansec,1976,4,1sc,83,16,Tigers,N,,Ben Hines,SS,,,,,,,,,,,,,JC,Cypress College (Cypress, CA)
janreg,1976,1,1rg,1,1,Tigers,Y,,Steve Kemp,OF,19.5,1168,4058,130,.278,.797,,,,,,,4Yr,University of Southern California (Los Angeles, CA)
janreg,1976,2,1rg,25,1,Tigers,N,,Gerald Price,2B,,,,,,,,,,,,,JC,Diablo Valley College (Pleasant Hill, CA)
janreg,1976,3,1rg,49,1,Tigers,N,,Michael Yackee,RHP,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
janreg,1976,4,1rg,73,1,Tigers,N,,Larry Randel,SS,,,,,,,,,,,,,JC,Fullerton College (Fullerton, CA)
janreg,1976,5,1rg,92,1,Tigers,N,,Brian McCaslin,RHP,,,,,,,,,,,,,JC,Yavapai College (Prescott, AZ)
janreg,1976,6,1rg,108,1,Tigers,Y,,Garry Grafton,RHP,,,,,,,,,,,,,4Yr,Slippery Rock University of Pennsylvania (Slippery Rock, PA)
janreg,1976,7,1rg,124,1,Tigers,Y,,Albert Wilson,OF,,,,,,,,,,,,,4Yr,Concordia College (Moorhead, MN)
junsec,1976,1,6sc,2,2,Tigers,Y,,Dave Stegman,OF,-0.2,172,320,8,.206,.602,,,,,,,4Yr,University of Arizona (Tucson, AZ)
junsec,1976,2,6sc,25,2,Tigers,Y,,Stephen Vaughan,OF,,,,,,,,,,,,,JC,Los Angeles Valley College (Los Angeles, CA)
junsec,1976,3,6sc,46,2,Tigers,Y,,Larry Randel,SS,,,,,,,,,,,,,JC,Fullerton College (Fullerton, CA)
jansec,1977,1,1sc,10,10,Tigers,Y,,Mike Chris,1B,-1.0,16,9,0,.111,.211,29,3,5,6.43,1.89,0,JC,West Los Angeles College (Culver City, CA)
jansec,1977,2,1sc,35,9,Tigers,N,,Duane Evans,1B,,,,,,,,,,,,,JC,Yavapai College (Prescott, AZ)
jansec,1977,3,1sc,52,7,Tigers,Y,,Larry Kowalishen,RHP,,,,,,,,,,,,,4Yr,University of California, Berkeley (Berkeley, CA)
janreg,1977,1,1rg,6,6,Tigers,Y,,Raphael Hampton,OF,,,,,,,,,,,,,JC,Jackson Community College (Jackson, MI)
janreg,1977,2,1rg,32,6,Tigers,N,,David Witty,RHP,,,,,,,,,,,,,JC,Yavapai College (Prescott, AZ)
janreg,1977,3,1rg,58,6,Tigers,N,,John Tillema,RHP,,,,,,,,,,,,,JC,DeAnza College (Cupertino, CA)
janreg,1977,4,1rg,84,6,Tigers,N,,Michael Rostas,RHP,,,,,,,,,,,,,JC,Central Arizona College (Coolidge, AZ)
janreg,1977,5,1rg,107,4,Tigers,N,,Roy Naas,RHP,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
janreg,1977,6,1rg,127,4,Tigers,Y,,Allan Bauman,LHP,,,,,,,,,,,,,JC,Lakeland Community College (Kirtland, OH)
janreg,1977,7,1rg,146,4,Tigers,Y,,Larry Marsh,SS,,,,,,,,,,,,,JC,Mount San Antonio College (Walnut, CA)
janreg,1977,8,1rg,163,4,Tigers,N,,Bill Laskey,RHP,4.6,143,210,0,.105,.280,159,42,53,4.14,1.33,2,JC,Monroe Community College (Rochester, NY)
janreg,1977,9,1rg,177,4,Tigers,N,,Michael Murphy,RHP,,,,,,,,,,,,,JC,Macomb Community College (Warren, MI)
janreg,1977,10,1rg,189,4,Tigers,Y,,Michael Bateman,SS,,,,,,,,,,,,,JC,Riverside Community College (Riverside, CA)
junsec,1977,1,6sc,23,23,Tigers,N,,Bill Laskey,RHP,4.6,143,210,0,.105,.280,159,42,53,4.14,1.33,2,JC,Monroe Community College (Rochester, NY)
junsec,1977,2,6sc,43,18,Tigers,N,,David Witty,RHP,,,,,,,,,,,,,JC,Yavapai College (Prescott, AZ)
junsec,1977,3,6sc,52,8,Tigers,N,,Pete Padgett,RHP,,,,,,,,,,,,,4Yr,University of Nevada, Reno (Reno, NV)
jansec,1978,1,1sc,26,26,Tigers,Y,,William Klank,RHP,,,,,,,,,,,,,JC,Mercer County Community College (West Windsor, NJ)
jansec,1978,2,1sc,50,24,Tigers,N,,Richard Santarone,C,,,,,,,,,,,,,JC,Gulf Coast State College (Panama City, FL)
janreg,1978,1,1rg,11,11,Tigers,Y,,Chris Codiroli,RHP,-2.7,1,0,0,,,144,38,47,4.87,1.45,3,JC,San Jose City College (San Jose, CA)
janreg,1978,2,1rg,37,11,Tigers,Y,,Kevin Fitzhugh,RHP,,,,,,,,,,,,,JC,Orange Coast College (Costa Mesa, CA)
janreg,1978,3,1rg,63,11,Tigers,N,,John Cardinali,SS,,,,,,,,,,,,,JC,DeAnza College (Cupertino, CA)
janreg,1978,4,1rg,89,11,Tigers,N,,Steven Conroy,LHP,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
janreg,1978,5,1rg,112,9,Tigers,N,,Rich Devincenzo,LHP,,,,,,,,,,,,,JC,Miami Dade College (Miami, FL)
janreg,1978,6,1rg,134,8,Tigers,N,,Donald Pierce,LHP,,,,,,,,,,,,,JC,Chaffey College (Rancho Cucamonga, CA)
janreg,1978,7,1rg,153,7,Tigers,Y,,Daniel O'Connor,C,,,,,,,,,,,,,JC,College of Central Florida (Ocala, FL)
junsec,1978,1,6sc,12,12,Tigers,N,,Pete Chapin,RHP,,,,,,,,,,,,,JC,Fullerton College (Fullerton, CA)
jansec,1979,1,1sc,12,12,Tigers,Y,,Howard Johnson,3B,22.2,1531,4940,228,.249,.786,,,,,,,JC,St. Petersburg College (St. Petersburg, FL)
jansec,1979,2,1sc,35,10,Tigers,N,,Pat Blamey,RHP,,,,,,,,,,,,,JC,San Jose City College (San Jose, CA)
jansec,1979,3,1sc,47,5,Tigers,Y,,Ell Roberson,OF,,,,,,,,,,,,,,
janreg,1979,1,1rg,14,14,Tigers,Y,,Michael Camp,RHP,,,,,,,,,,,,,JC,Eastern Oklahoma State College (Wilburton, OK)
janreg,1979,2,1rg,40,14,Tigers,N,,Dave Kirby,OF,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
janreg,1979,3,1rg,66,14,Tigers,N,,Brian Stehling,RHP,,,,,,,,,,,,,JC,San Jacinto College (Pasadena, TX)
janreg,1979,4,1rg,92,14,Tigers,Y,,Gary Zelmanski,1B,,,,,,,,,,,,,JC,St. Clair County Community College (Port Huron, MI)
janreg,1979,5,1rg,116,12,Tigers,N,,Mike Querrey,1B,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
janreg,1979,6,1rg,139,11,Tigers,N,,Ricky Gamez,SS,,,,,,,,,,,,,JC,Central Arizona College (Coolidge, AZ)
janreg,1979,7,1rg,161,10,Tigers,N,,John Collier,RHP,,,,,,,,,,,,,JC,St. Clair County Community College (Port Huron, MI)
junsec,1979,1,6sc,17,17,Tigers,Y,,Paul Fox,RHP,,,,,,,,,,,,,JC,Canada College (Redwood City, CA)
junsec,1979,2,6sc,39,15,Tigers,Y,,James Good,OF,,,,,,,,,,,,,JC,College of Southern Idaho (Twin Falls, ID)
jansec,1980,1,1sc,17,17,Tigers,Y,,John Moller,LHP,,,,,,,,,,,,,,
jansec,1980,2,1sc,42,16,Tigers,Y,,Nicholas O'Connor,RHP,,,,,,,,,,,,,4Yr,University of the Cumberlands (Williamsburg, KY)
janreg,1980,1,1rg,17,17,Tigers,Y,,Mike Laga,1B,-1.0,188,423,16,.199,.595,,,,,,,JC,Bergen Community College (Paramus, NJ)
janreg,1980,2,1rg,43,17,Tigers,N,,Paul Huyck,LHP,,,,,,,,,,,,,JC,Yavapai College (Prescott, AZ)
janreg,1980,3,1rg,69,17,Tigers,Y,,Kevin Young,OF,,,,,,,,,,,,,JC,Valencia Community College (Orlando, FL)
janreg,1980,4,1rg,95,17,Tigers,Y,,Guy Hubert,SS,,,,,,,,,,,,,JC,Delgado Community College (New Orleans, LA)
janreg,1980,5,1rg,120,16,Tigers,N,,Randy Hunt,C,-0.6,35,67,2,.194,.534,,,,,,,JC,Chattahoochee Valley Community College (Phenix City, AL)
janreg,1980,6,1rg,145,16,Tigers,Y,,John Engen,LHP,,,,,,,,,,,,,4Yr,University of Minnesota Duluth (Duluth, MN)
janreg,1980,7,1rg,167,14,Tigers,Y,,James Doleski,RHP,,,,,,,,,,,,,JC,Northern Virginia Community College (Alexandria, VA)
janreg,1980,8,1rg,189,14,Tigers,N,,Kenneth Merritt,C,,,,,,,,,,,,,JC,Yavapai College (Prescott, AZ)
junsec,1980,1,6sc,14,14,Tigers,N,,Joseph McCarthy,OF,,,,,,,,,,,,,4Yr,University of South Carolina (Columbia, SC)
junsec,1980,2,6sc,38,12,Tigers,N,,Mitch Seoane,2B,,,,,,,,,,,,,JC,Hillsborough Community College (Tampa, FL)
jansec,1981,1,1sc,2,2,Tigers,Y,,Bob Melvin,C,2.5,692,1955,35,.233,.604,,,,,,,JC,Canada College (Redwood City, CA)
jansec,1981,2,1sc,28,2,Tigers,Y,,Don O'Connor,RHP,,,,,,,,,,,,,JC,Chabot College (Hayward, CA)
janreg,1981,1,1rg,18,18,Tigers,N,,Jeff Rutledge,SS,,,,,,,,,,,,,JC,Fresno City College (Fresno, CA)
janreg,1981,2,1rg,44,18,Tigers,N,,Everett Graham,OF,,,,,,,,,,,,,JC,Louisburg College (Louisburg, NC)
janreg,1981,3,1rg,70,18,Tigers,N,,Jon Hatcher,OF,,,,,,,,,,,,,JC,Yavapai College (Prescott, AZ)
janreg,1981,4,1rg,96,18,Tigers,N,,Mike Sharperson,SS,5.5,557,1203,10,.280,.719,,,,,,,JC,Georgia Perimeter College (Covington, GA)
janreg,1981,5,1rg,122,18,Tigers,Y,,Laurence Berthelson,RHP,,,,,,,,,,,,,JC,Los Angeles Valley College (Los Angeles, CA)
janreg,1981,6,1rg,148,18,Tigers,Y,,James Ross,RHP,,,,,,,,,,,,,JC,Henry Ford Community College (Dearborn, MI)
janreg,1981,7,1rg,173,18,Tigers,N,,Herb McManaway,OF,,,,,,,,,,,,,JC,St. Clair County Community College (Port Huron, MI)
junsec,1981,1,6sc,15,15,Tigers,Y,,Randy O'Neal,RHP,0.8,74,50,0,.080,.178,142,17,19,4.35,1.38,3,4Yr,University of Florida (Gainesville, FL)
junsec,1981,2,6sc,40,14,Tigers,Y,,Ernie Moya,RHP,,,,,,,,,,,,,JC,Hillsborough Community College (Tampa, FL)
junsec,1981,3,6sc,61,11,Tigers,Y,,Tom Corcoran,RHP,,,,,,,,,,,,,4Yr,Florida International University (Miami, FL)
jansec,1982,1,1sc,24,24,Tigers,N,,Dana Williams,SS,-0.1,8,5,0,.200,.733,,,,,,,JC,Enterprise State Community College (Enterprise, AL)
janreg,1982,1,1rg,19,19,Tigers,Y,,Thor Edgell,RHP,,,,,,,,,,,,,JC,Fullerton College (Fullerton, CA)
janreg,1982,2,1rg,45,19,Tigers,N,,Jody Ryan,RHP,,,,,,,,,,,,,JC,Seminole State College of Florida (Sanford, FL)
janreg,1982,3,1rg,71,19,Tigers,Y,,Steven Caito,RHP,,,,,,,,,,,,,4Yr,Northwest Missouri State University (Maryville, MO)
janreg,1982,4,1rg,97,19,Tigers,Y,,Anthony Long,2B,,,,,,,,,,,,,JC,San Diego Mesa College (San Diego, CA)
janreg,1982,5,1rg,123,19,Tigers,N,,Scott Whaley,RHP,,,,,,,,,,,,,JC,Gadsden State Community College (Gadsden, AL)
janreg,1982,6,1rg,149,19,Tigers,Y,,Gary Whaley,OF,,,,,,,,,,,,,JC,San Diego Mesa College (San Diego, CA)
janreg,1982,7,1rg,174,18,Tigers,N,,Tod Schulz,OF,,,,,,,,,,,,,JC,Central Arizona College (Coolidge, AZ)
janreg,1982,8,1rg,199,18,Tigers,N,,Cordell Ross,OF,,,,,,,,,,,,,JC,Central Arizona College (Coolidge, AZ)
junsec,1982,1,6sc,4,4,Tigers,N,,Doug Sheets,RHP,,,,,,,,,,,,,JC,Saddleback College (Mission Viejo, CA)
junsec,1982,2,6sc,29,4,Tigers,N,,Tim McMannon,RHP,,,,,,,,,,,,,JC,College of Southern Idaho (Twin Falls, ID)
junsec,1982,3,6sc,52,4,Tigers,N,,Richard Helzer,RHP,,,,,,,,,,,,,JC,College of Marin (Kentfield, CA)
jansec,1983,1,1sc,8,8,Tigers,N,,Randy Byers,OF,0.0,21,26,0,.269,.642,,,,,,,JC,Community College of Baltimore County, Catonsville Campus (Catonsville, MD)
jansec,1983,2,1sc,34,8,Tigers,N,,Gordie Hershiser,RHP,,,,,,,,,,,,,JC,Indian River State College (Fort Pierce, FL)
janreg,1983,1,1rg,16,16,Tigers,N,,Jon Leake,3B,,,,,,,,,,,,,JC,Sacramento City College (Sacramento, CA)
janreg,1983,2,1rg,42,16,Tigers,N,,Wallace Love,RHP,,,,,,,,,,,,,JC,American River College (Sacramento, CA)
janreg,1983,3,1rg,68,16,Tigers,N,,Joe Bitker,RHP,-0.1,1,0,0,,,15,1,0,4.73,1.39,0,JC,Sacramento City College (Sacramento, CA)
janreg,1983,4,1rg,94,16,Tigers,N,,Kevin Brockway,RHP,,,,,,,,,,,,,JC,West Los Angeles College (Culver City, CA)
janreg,1983,5,1rg,120,16,Tigers,Y,,Larry Goodwin,OF,,,,,,,,,,,,,4Yr,Cleveland State University (Cleveland, OH)
janreg,1983,6,1rg,146,16,Tigers,N,,Walt Stull,RHP,,,,,,,,,,,,,JC,Sacramento City College (Sacramento, CA)
junsec,1983,1,6sc,17,17,Tigers,Y,,Glenn Simmons,RHP,,,,,,,,,,,,,JC,Georgia Perimeter College (Covington, GA)
junsec,1983,2,6sc,41,15,Tigers,Y,,Scott Baker,RHP,,,,,,,,,,,,,JC,Mesa Community College (Mesa, AZ)
junsec,1983,3,6sc,60,11,Tigers,N,,Chris Cron,1B,-0.5,12,25,0,.080,.228,,,,,,,JC,Santa Ana College (Santa Ana, CA)
junsec,1983,4,6sc,75,7,Tigers,N,,Cyrenius Phillips,1B,,,,,,,,,,,,,JC,Panola College (Carthage, TX)
junsec,1983,5,6sc,85,5,Tigers,N,,John Bryant,OF,,,,,,,,,,,,,4Yr,California State University, Fullerton (Fullerton, CA)
jansec,1984,1,1sc,23,23,Tigers,Y,,Scott Schultz,3B,,,,,,,,,,,,,JC,MiraCosta College (Oceanside, CA)
jansec,1984,2,1sc,48,22,Tigers,N,,Don Cohoon,3B,,,,,,,,,,,,,JC,Chipola College (Marianna, FL)
janreg,1984,1,1rg,23,23,Tigers,Y,,Charles McHugh,RHP,,,,,,,,,,,,,JC,Harford Community College (Bel Air, MD)
janreg,1984,2,1rg,49,23,Tigers,Y,,Kelly Burton,OF,,,,,,,,,,,,,JC,Grossmont College (El Cajon, CA)
janreg,1984,3,1rg,75,23,Tigers,N,,Marc D'Andrea,LHP,,,,,,,,,,,,,JC,Southwestern College (Chula Vista, CA)
janreg,1984,4,1rg,101,23,Tigers,N,,Dan Flores,RHP,,,,,,,,,,,,,JC,Oxnard College (Oxnard, CA)
janreg,1984,5,1rg,127,23,Tigers,N,,Jordan Stevens,1B,,,,,,,,,,,,,JC,Merced College (Merced, CA)
janreg,1984,6,1rg,153,23,Tigers,N,,Joey Seaver,LHP,,,,,,,,,,,,,JC,Walters State Community College (Morristown, TN)
janreg,1984,7,1rg,179,23,Tigers,N,,Johannes McFarlane,RHP,,,,,,,,,,,,,JC,San Diego City College (San Diego, CA)
janreg,1984,8,1rg,205,23,Tigers,N,,Richard Solis,RHP,,,,,,,,,,,,,JC,Merced College (Merced, CA)
